date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:55:06	1283/1283	---MCZ	200	added ('OK')	text/css	etag:W/%226b6-58d0b785bebc0-gzip%22	https://preview.colorlib.com/theme/medico/css/slick.css	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/css/slick.css	(from https://preview.colorlib.com/theme/medico/)
10:55:06	78145/78145	---MCZ	200	added ('OK')	text/css	etag:W/%222a7b4-58d0b786b2e00-gzip%22	https://preview.colorlib.com/theme/medico/css/style.css	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/css/style.css	(from https://preview.colorlib.com/theme/medico/)
10:55:06	16688/16688	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:17%20GMT	https://preview.colorlib.com/theme/medico/index.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/index-2.html	(from https://preview.colorlib.com/theme/medico/)
10:55:06	1360/1360	---M--	200	added ('OK')	image/png	etag:%22940-58d0b7a71fa80%22	https://preview.colorlib.com/theme/medico/img/logo.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/logo.png	(from https://preview.colorlib.com/theme/medico/)
10:55:07	9190/9190	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:12%20GMT	https://preview.colorlib.com/theme/medico/about.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/about.html	(from https://preview.colorlib.com/theme/medico/)
10:55:08	441/441	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Dec%202020%2005:25:07%20GMT	https://preview.colorlib.com/theme/medico/Doctor.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/Doctor.html	(from https://preview.colorlib.com/theme/medico/)
10:55:08	14331/14331	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:14%20GMT	https://preview.colorlib.com/theme/medico/blog.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/blog.html	(from https://preview.colorlib.com/theme/medico/)
10:55:08	12638/12638	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:18%20GMT	https://preview.colorlib.com/theme/medico/services.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/services.html	(from https://preview.colorlib.com/theme/medico/)
10:55:09	10840/10840	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:15%20GMT	https://preview.colorlib.com/theme/medico/dep.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/dep.html	(from https://preview.colorlib.com/theme/medico/)
10:55:10	29865/29865	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:17%20GMT	https://preview.colorlib.com/theme/medico/elements.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/elements.html	(from https://preview.colorlib.com/theme/medico/)
10:55:10	17278/17278	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:18%20GMT	https://preview.colorlib.com/theme/medico/single-blog.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/single-blog.html	(from https://preview.colorlib.com/theme/medico/)
10:55:10	10068/10068	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Jul%202019%2023:21:13%20GMT	https://preview.colorlib.com/theme/medico/contact.html	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/contact.html	(from https://preview.colorlib.com/theme/medico/)
10:55:10	29715/29715	---M--	200	added ('OK')	image/png	etag:%22879a-58d0b7a072ac0%22	https://preview.colorlib.com/theme/medico/img/banner_img.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/banner_img.png	(from https://preview.colorlib.com/theme/medico/)
10:55:11	127562/127562	---M--	200	added ('OK')	image/png	etag:%2220649-58d0b7b661e80%22	https://preview.colorlib.com/theme/medico/img/top_service.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/top_service.png	(from https://preview.colorlib.com/theme/medico/)
10:55:11	1878/1878	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22756-58d0b82131a80%22	https://preview.colorlib.com/theme/medico/img/icon/banner_1.svg	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/icon/banner_1.svg	(from https://preview.colorlib.com/theme/medico/)
10:55:11	2463/2463	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2299f-58d0b82131a80%22	https://preview.colorlib.com/theme/medico/img/icon/banner_2.svg	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/icon/banner_2.svg	(from https://preview.colorlib.com/theme/medico/)
10:55:11	1749/1749	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226d5-58d0b82225cc0%22	https://preview.colorlib.com/theme/medico/img/icon/banner_3.svg	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/icon/banner_3.svg	(from https://preview.colorlib.com/theme/medico/)
10:55:11	2380/2380	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2294c-58d0b82319f00%22	https://preview.colorlib.com/theme/medico/img/icon/feature_1.svg	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/icon/feature_1.svg	(from https://preview.colorlib.com/theme/medico/)
10:55:12	1760/1760	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226e0-58d0b82319f00%22	https://preview.colorlib.com/theme/medico/img/icon/feature_2.svg	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/icon/feature_2.svg	(from https://preview.colorlib.com/theme/medico/)
10:55:12	23605/23605	---M--	200	added ('OK')	image/png	etag:%226fb8-58d0b7b479a00%22	https://preview.colorlib.com/theme/medico/img/service.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/service.png	(from https://preview.colorlib.com/theme/medico/)
10:55:12	109757/109757	---M--	200	added ('OK')	image/png	etag:%221faa1-58d0b80c36900%22	https://preview.colorlib.com/theme/medico/img/doctor/doctor_1.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/doctor/doctor_1.png	(from https://preview.colorlib.com/theme/medico/)
10:55:12	115989/115989	---M--	200	added ('OK')	image/png	etag:%2220f76-58d0b80d2ab40%22	https://preview.colorlib.com/theme/medico/img/doctor/doctor_4.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/doctor/doctor_4.png	(from https://preview.colorlib.com/theme/medico/)
10:55:13	107498/107498	---M--	200	added ('OK')	image/png	etag:%221ea95-58d0b80c36900%22	https://preview.colorlib.com/theme/medico/img/doctor/doctor_2.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/doctor/doctor_2.png	(from https://preview.colorlib.com/theme/medico/)
10:55:13	119927/119927	---M--	200	added ('OK')	image/png	etag:%222215b-58d0b80d2ab40%22	https://preview.colorlib.com/theme/medico/img/doctor/doctor_3.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/doctor/doctor_3.png	(from https://preview.colorlib.com/theme/medico/)
10:55:13	287074/287074	---M--	200	added ('OK')	image/png	etag:%2248f68-58d0b7a907f00%22	https://preview.colorlib.com/theme/medico/img/reservation.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/reservation.png	(from https://preview.colorlib.com/theme/medico/)
10:55:13	197196/197196	---M--	200	added ('OK')	image/png	etag:%223716e-58d0b7f36ae80%22	https://preview.colorlib.com/theme/medico/img/blog/blog_2.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/blog/blog_2.png	(from https://preview.colorlib.com/theme/medico/)
10:55:13	211770/211770	---M--	200	added ('OK')	image/png	etag:%223b1e7-58d0b7f36ae80%22	https://preview.colorlib.com/theme/medico/img/blog/blog_3.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/blog/blog_3.png	(from https://preview.colorlib.com/theme/medico/)
10:55:14	97403/97403	---M-Z	200	added ('OK')	application/javascript	etag:%2217c7b-58d0b7bc1ac00-gzip%22	https://preview.colorlib.com/theme/medico/js/jquery-1.12.1.min.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/jquery-1.12.1.min.js	(from https://preview.colorlib.com/theme/medico/)
10:55:14	21004/21004	---M-Z	200	added ('OK')	application/javascript	etag:%22520c-58d0b7c1d3980-gzip%22	https://preview.colorlib.com/theme/medico/js/popper.min.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/popper.min.js	(from https://preview.colorlib.com/theme/medico/)
10:55:14	58072/58072	---M-Z	200	added ('OK')	application/javascript	etag:%22e2d8-58d0b7ba32780-gzip%22	https://preview.colorlib.com/theme/medico/js/bootstrap.min.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/bootstrap.min.js	(from https://preview.colorlib.com/theme/medico/)
10:55:14	44245/44245	---M-Z	200	added ('OK')	application/javascript	etag:%22acd5-58d0b7c0df740-gzip%22	https://preview.colorlib.com/theme/medico/js/owl.carousel.min.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/owl.carousel.min.js	(from https://preview.colorlib.com/theme/medico/)
10:55:14	2942/2942	---M-Z	200	added ('OK')	application/javascript	etag:%22b7e-58d0b7be03080-gzip%22	https://preview.colorlib.com/theme/medico/js/jquery.nice-select.min.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/jquery.nice-select.min.js	(from https://preview.colorlib.com/theme/medico/)
10:55:15	4820/4820	---M-Z	200	added ('OK')	application/javascript	etag:%2212d4-58d0b7bd0ee40-gzip%22	https://preview.colorlib.com/theme/medico/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/jquery.ajaxchimp.min.js	(from https://preview.colorlib.com/theme/medico/)
10:55:15	18816/18816	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a087-58d0b7be03080-gzip%22	https://preview.colorlib.com/theme/medico/js/jquery.form.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/jquery.form.js	(from https://preview.colorlib.com/theme/medico/)
10:55:15	21068/21068	---M-Z	200	added ('OK')	application/javascript	etag:%22524c-58d0b7bef72c0-gzip%22	https://preview.colorlib.com/theme/medico/js/jquery.validate.min.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/jquery.validate.min.js	(from https://preview.colorlib.com/theme/medico/)
10:55:15	457/457	---MCZ	200	added ('OK')	application/javascript	etag:W/%224ce-58d0b7bfeb500-gzip%22	https://preview.colorlib.com/theme/medico/js/mail-script.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/mail-script.js	(from https://preview.colorlib.com/theme/medico/)
10:55:16	1514/1514	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c24-58d0b7bb269c0-gzip%22	https://preview.colorlib.com/theme/medico/js/contact.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/contact.js	(from https://preview.colorlib.com/theme/medico/)
10:55:16	641/641	---MCZ	200	added ('OK')	application/javascript	etag:W/%22351-58d0b7bb269c0-gzip%22	https://preview.colorlib.com/theme/medico/js/custom.js	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/js/custom.js	(from https://preview.colorlib.com/theme/medico/)
10:55:16	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Dec%202020%2005:25:16%20GMT	https://preview.colorlib.com/theme/medico/css/owl.video.play.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/css/owl.video.play.png	(from https://preview.colorlib.com/theme/medico/css/owl.carousel.min.css)
10:55:17	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-58d0b79500fc0%22	https://preview.colorlib.com/theme/medico/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/themify9f24.eot	(from https://preview.colorlib.com/theme/medico/css/themify-icons.css)
10:55:17	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-58d0b79500fc0%22	https://preview.colorlib.com/theme/medico/fonts/themify.eot?	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/themifyd41d.eot	(from https://preview.colorlib.com/theme/medico/css/themify-icons.css)
10:55:17	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-58d0b796e9440%22	https://preview.colorlib.com/theme/medico/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/themify9f24.woff	(from https://preview.colorlib.com/theme/medico/css/themify-icons.css)
10:55:18	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22132f8-58d0b795f5200%22	https://preview.colorlib.com/theme/medico/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/themify9f24.ttf	(from https://preview.colorlib.com/theme/medico/css/themify-icons.css)
10:55:18	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223931d-58d0b79500fc0%22	https://preview.colorlib.com/theme/medico/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/themify9f24.svg	(from https://preview.colorlib.com/theme/medico/css/themify-icons.css)
10:55:18	2226/2226	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228b2-58d0b78e54000%22	https://preview.colorlib.com/theme/medico/fonts/Flaticon.eot	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/Flaticon.eot	(from https://preview.colorlib.com/theme/medico/css/flaticon.css)
10:55:23	2226/2226	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228b2-58d0b78e54000%22	https://preview.colorlib.com/theme/medico/fonts/Flaticon.eot?	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/Flaticond41d.eot	(from https://preview.colorlib.com/theme/medico/css/flaticon.css)
10:55:23	1020/1020	---M--	200	added ('OK')	font/woff2	etag:%223fc-58d0b78f48240%22	https://preview.colorlib.com/theme/medico/fonts/Flaticon.woff2	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/Flaticon.woff2	(from https://preview.colorlib.com/theme/medico/css/flaticon.css)
10:55:23	1476/1476	---M--	200	added ('OK')	font/woff	etag:%225c4-58d0b78e54000%22	https://preview.colorlib.com/theme/medico/fonts/Flaticon.woff	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/Flaticon.woff	(from https://preview.colorlib.com/theme/medico/css/flaticon.css)
10:55:24	2048/2048	---MCZ	200	added ('OK')	font/ttf	etag:W/%22800-58d0b78e54000%22	https://preview.colorlib.com/theme/medico/fonts/Flaticon.ttf	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/Flaticon.ttf	(from https://preview.colorlib.com/theme/medico/css/flaticon.css)
10:55:24	283/283	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Dec%202020%2005:25:24%20GMT	https://preview.colorlib.com/theme/medico/fonts/Flaticon.svg	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/fonts/Flaticon.svg	(from https://preview.colorlib.com/theme/medico/css/flaticon.css)
10:55:25	441/441	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Dec%202020%2005:25:24%20GMT	https://preview.colorlib.com/theme/medico/css/Flaticon.svg	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/css/Flaticon.svg	(from https://preview.colorlib.com/theme/medico/css/flaticon.css)
10:55:25	18134/18134	---M--	200	added ('OK')	image/png	etag:%2252c3-58d0b79f7e880%22	https://preview.colorlib.com/theme/medico/img/banner_bg.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/banner_bg.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:27	13385/13385	---M--	200	added ('OK')	image/png	etag:%223e49-58d0b79e8a640%22	https://preview.colorlib.com/theme/medico/img/about_bg.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/about_bg.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:27	1819475/1819475	---M--	200	added ('OK')	image/png	etag:%221fca27-58d0b7b93e540%22	https://preview.colorlib.com/theme/medico/img/review_bg.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/review_bg.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:30	1661/1661	---M--	200	added ('OK')	image/png	etag:%2267d-58d0b81b78d00%22	https://preview.colorlib.com/theme/medico/img/elements/primary-check.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/elements/primary-check.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:31	1354652/1354652	---M--	200	added ('OK')	image/png	etag:%2214aeee-58d0b7b3857c0%22	https://preview.colorlib.com/theme/medico/img/reservation_bg.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/reservation_bg.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:32	1309802/1309802	---M--	200	added ('OK')	image/png	etag:%2213fc6a-58d0b7a71fa80%22	https://preview.colorlib.com/theme/medico/img/intro_video_bg.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/intro_video_bg.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:32	1205/1205	---M--	200	added ('OK')	image/png	etag:%224b5-58d0b81c6cf40%22	https://preview.colorlib.com/theme/medico/img/elements/success-check.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/elements/success-check.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:32	1249/1249	---M--	200	added ('OK')	image/png	etag:%224e1-58d0b812e38c0%22	https://preview.colorlib.com/theme/medico/img/elements/disabled-check.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/elements/disabled-check.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:32	1284/1284	---M--	200	added ('OK')	image/png	etag:%22504-58d0b81c6cf40%22	https://preview.colorlib.com/theme/medico/img/elements/primary-radio.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/elements/primary-radio.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:33	1209/1209	---M--	200	added ('OK')	image/png	etag:%224b9-58d0b81d61180%22	https://preview.colorlib.com/theme/medico/img/elements/success-radio.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/elements/success-radio.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:34	1173/1173	---M--	200	added ('OK')	image/png	etag:%22495-58d0b813d7b00%22	https://preview.colorlib.com/theme/medico/img/elements/disabled-radio.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/elements/disabled-radio.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:35	69855/69855	---M--	200	added ('OK')	image/png	etag:%22110df-58d0b7a072ac0%22	https://preview.colorlib.com/theme/medico/img/breadcrumb.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/breadcrumb.png	(from https://preview.colorlib.com/theme/medico/css/style.css)
10:55:41	382831/382831	---M--	200	added ('OK')	image/png	etag:%225d76f-58d0b7f923c00%22	https://preview.colorlib.com/theme/medico/img/blog/single_blog_2.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/blog/single_blog_2.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:44	452936/452936	---M--	200	added ('OK')	image/png	etag:%226e948-58d0b7fb0c080%22	https://preview.colorlib.com/theme/medico/img/blog/single_blog_3.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/blog/single_blog_3.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:45	16236/16236	---M--	200	added ('OK')	image/png	etag:%223f6c-58d0b82ca3580%22	https://preview.colorlib.com/theme/medico/img/post/post_1.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_1.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:45	485273/485273	---M--	200	added ('OK')	image/png	etag:%2276799-58d0b7ffd0bc0%22	https://preview.colorlib.com/theme/medico/img/blog/single_blog_5.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/blog/single_blog_5.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:45	13468/13468	---M--	200	added ('OK')	image/png	etag:%22349c-58d0b82d977c0%22	https://preview.colorlib.com/theme/medico/img/post/post_2.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_2.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:46	14552/14552	---M--	200	added ('OK')	image/png	etag:%2238d8-58d0b82e8ba00%22	https://preview.colorlib.com/theme/medico/img/post/post_3.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_3.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:46	11818/11818	---M--	200	added ('OK')	image/png	etag:%222e2a-58d0b82e8ba00%22	https://preview.colorlib.com/theme/medico/img/post/post_4.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_4.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:47	346773/346773	---M--	200	added ('OK')	image/png	etag:%2254a95-58d0b7fcf4500%22	https://preview.colorlib.com/theme/medico/img/blog/single_blog_4.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/blog/single_blog_4.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:47	21217/21217	---M--	200	added ('OK')	image/png	etag:%2252e1-58d0b82f7fc40%22	https://preview.colorlib.com/theme/medico/img/post/post_5.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_5.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:48	17631/17631	---M--	200	added ('OK')	image/png	etag:%2244df-58d0b82f7fc40%22	https://preview.colorlib.com/theme/medico/img/post/post_6.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_6.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:48	20969/20969	---M--	200	added ('OK')	image/png	etag:%2251e9-58d0b83073e80%22	https://preview.colorlib.com/theme/medico/img/post/post_7.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_7.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:49	16499/16499	---M--	200	added ('OK')	image/png	etag:%224073-58d0b83073e80%22	https://preview.colorlib.com/theme/medico/img/post/post_8.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_8.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:49	453240/453240	---M--	200	added ('OK')	image/png	etag:%226ea78-58d0b7f73b780%22	https://preview.colorlib.com/theme/medico/img/blog/single_blog_1.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/blog/single_blog_1.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:49	17231/17231	---M--	200	added ('OK')	image/png	etag:%22434f-58d0b831680c0%22	https://preview.colorlib.com/theme/medico/img/post/post_9.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_9.png	(from https://preview.colorlib.com/theme/medico/blog.html)
10:55:50	19266/19266	---M--	200	added ('OK')	image/png	etag:%224b42-58d0b82d977c0%22	https://preview.colorlib.com/theme/medico/img/post/post_10.png	C:/My%20Web%20Sites/Fall%20fest/preview.colorlib.com/theme/medico/img/post/post_10.png	(from https://preview.colorlib.com/theme/medico/blog.html)
